ID_Lloyds	Name_Lloyds (COUNTRY)	COUNTRY
('5213',)	Havana (CUB)	CUB
('9270',)	Havelberg (DEU)	DEU
('822',)	Havneby (DNK)	DNK
('5987',)	Havoysund (NOR)	NOR
('3410',)	Havre St. Pierre (CAN)	CAN
('5090',)	Hawaiian Islands (USA)	USA
('6330',)	Hawk Inlet (USA)	USA
('8480',)	Hawke Anch. (GBR)	GBR
('5673',)	Hawkes Bay (CAN)	CAN
('3870',)	Hay Point (AUS)	AUS
('10224',)	Hay Point Anch. (AUS)	AUS
('7570',)	Hay River (CAN)	CAN
('7915',)	Haydarpasa (TUR)	TUR
('5511',)	Hayle (GBR)	GBR
('3437',)	Hayman Is. (AUS)	AUS
('10636',)	Hazar (TKM)	TKM
('6274',)	Hazira (IND)	IND
('10297',)	Hazira Anch. (IND)	IND
('1544',)	Heard & McDonald Is. (HMD)	HMD
('708',)	Heath Point (CAN)	CAN
('9355',)	Hechuan (CHN)	CHN
('9868',)	Heeg (NLD)	NLD
('8889',)	Heemstede (NLD)	NLD
('8852',)	Heerenveen (NLD)	NLD
('8402',)	Heerewaarden (NLD)	NLD
('9728',)	Heerhugowaard (NLD)	NLD
('9566',)	Heerjansdam (NLD)	NLD
('9356',)	Hefei (CHN)	CHN
('2437',)	Heianza (JPN)	JPN
('7675',)	Heidrun Field (NOR)	NOR
('9357',)	Heihe (CHN)	CHN
('3782',)	Heijen (NLD)	NLD
('1911',)	Heiligenhafen (DEU)	DEU
('310',)	Hekkelstrand (NOR)	NOR
('1820',)	Helensburgh (GBR)	GBR
('3504',)	Helgoland (DEU)	DEU
('6188',)	Helguvik (ISL)	ISL
('9632',)	Hellerup (DNK)	DNK
('2717',)	Hellestrand (NOR)	NOR
('1006',)	Hellesylt (NOR)	NOR
('7932',)	Hellevoetsluis (NLD)	NLD
('8595',)	Hellisandur (ISL)	ISL
('943',)	Helsingborg (SWE)	SWE
('143',)	Helsinki (FIN)	FIN
('5648',)	Heltermaa (EST)	EST
('4813',)	Helvig (NOR)	NOR
('8016',)	Helwan (EGY)	EGY
('1359',)	Hemiksem (BEL)	BEL
('1168',)	Hemmoor (DEU)	DEU
('10333',)	Hemne (NOR)	NOR
('9981',)	Hemnesberget (NOR)	NOR
('6264',)	Hempstead Harbour (USA)	USA
('8942',)	Henan (SWE)	SWE
('8819',)	Hendaye (FRA)	FRA
('10216',)	Henderson (AUS)	AUS
('515',)	Hendrik Ido Ambacht (NLD)	NLD
('2635',)	Henecan (HND)	HND
('3629',)	Hengelo (NLD)	NLD
('9358',)	Hengyang (CHN)	CHN
('3825',)	Henjam (IRN)	IRN
('5210',)	Hennebont (FRA)	FRA
('4354',)	Henningsvaer (NOR)	NOR
('4898',)	Hercegnovi (MTG)	MTG
('5413',)	Hereke (TUR)	TUR
('8800',)	Heringsdorf (DEU)	DEU
('3674',)	Hermalle sous Huy (BEL)	BEL
('4293',)	Herne Bay (GBR)	GBR
('9684',)	Herning (DNK)	DNK
('3765',)	Hernosand (SWE)	SWE
('1319',)	Heroysund (NOR)	NOR
('8328',)	Herre (NOR)	NOR
('2610',)	Herschel Is.(CAN) (CAN)	CAN
('9273',)	Hervey Bay (AUS)	AUS
('3841',)	Hesaki (JPN)	JPN
('6164',)	Hessle (GBR)	GBR
('2555',)	Hesteyri (ISL)	ISL
('6256',)	Hestvika (NOR)	NOR
('2523',)	Heusden (NLD)	NLD
('1287',)	Hexham(AUS) (AUS)	AUS
('2900',)	Heysham (GBR)	GBR
('7998',)	Hibernia Field (CAN)	CAN
('2008',)	Hibi (JPN)	JPN
('1692',)	Hibikinada Bay (JPN)	JPN
('5516',)	Hierro (CNI)	CNI
('8106',)	Higashi-Harima (JPN)	JPN
('8975',)	Higashino (JPN)	JPN
('26',)	Higham Bight (GBR)	GBR
('10575',)	Hijo (PHL)	PHL
('5672',)	Hikari (JPN)	JPN
('9613',)	Hiketa (JPN)	JPN
('1198',)	Hillegom (NLD)	NLD
('2229',)	Hilleren (NOR)	NOR
('10072',)	Hillevag (NOR)	NOR
('2038',)	Hilo (USA)	USA
('4161',)	Himeji (JPN)	JPN
('1149',)	Himekawa (JPN)	JPN
('3947',)	Hinase (JPN)	JPN
('1850',)	Hinatuan (PHL)	PHL
('10568',)	Hinatuan Is. (PHL)	PHL
('7882',)	Hingene (BEL)	BEL
('9574',)	Hingham (USA)	USA
('3502',)	Hinigaran (PHL)	PHL
('466',)	Hinobaan (PHL)	PHL
('5134',)	Hirao (JPN)	JPN
('7951',)	Hirara (JPN)	JPN
('8303',)	Hiro (JPN)	JPN
('1557',)	Hirohata (JPN)	JPN
('6077',)	Hirono (JPN)	JPN
('1139',)	Hiroshima (JPN)	JPN
('1145',)	Hiroshima Bay (JPN)	JPN
('1320',)	Hirtshals (DNK)	DNK
('3127',)	Hispaniola ()	
('2839',)	Hitachi (JPN)	JPN
('8232',)	Hitachinaka (JPN)	JPN
('4396',)	Hitakatsu (JPN)	JPN
('5003',)	Hitra (NOR)	NOR
('10593',)	Hitra Kysthavn (NOR)	NOR
('8397',)	Hiva Oa (PYF)	PYF
('80',)	Hjalteyri (ISL)	ISL
('8692',)	Hjelmaas (NOR)	NOR
('4154',)	Hjelset (NOR)	NOR
('6144',)	Hjorungavaag (NOR)	NOR
('3529',)	Ho Chi Minh City (VNM)	VNM
('2502',)	Hobart (AUS)	AUS
('5995',)	Hobart Bay (USA)	USA
('2339',)	Hoboken (BEL)	BEL
('9664',)	Hoboken(NJ USA) (USA)	USA
('5359',)	Hobro (DNK)	DNK
('1338',)	Hochdonn (DEU)	DEU
('1878',)	Hodeidah (YEM)	YEM
('2422',)	Hofdhakaupstadur (ISL)	ISL
('6190',)	Hofn (ISL)	ISL
('3659',)	Hofsos (ISL)	ISL
('5998',)	Hog Harbour (FJI)	FJI
('2299',)	Hoganas (SWE)	SWE
('4208',)	Hoglunda (SWE)	SWE
('4245',)	Hogmarso (SWE)	SWE
('10616',)	Hogseth (NOR)	NOR
('1443',)	Hohenhorn (DEU)	DEU
('8894',)	Hojo (JPN)	JPN
('94',)	Hokkaido (JPN)	JPN
('3470',)	Holbaek (DNK)	DNK
('5546',)	Holla (NOR)	NOR
('7896',)	Holland Bay (JAM)	JAM
('211',)	Holland(MI USA) (USA)	USA
('9683',)	Hollis (USA)	USA
('2053',)	Holm (NOR)	NOR
('10104',)	Holman Is. (CAN)	CAN
('1384',)	Holmavik (ISL)	ISL
('590',)	Holmedal (NOR)	NOR
('8748',)	Holmer Siel (DEU)	DEU
('2646',)	Holmestrand (NOR)	NOR
('2416',)	Holtenau (DEU)	DEU
('2852',)	Holy Loch (GBR)	GBR
('3278',)	Holyhead (GBR)	GBR
('3284',)	Holyhead Bay (GBR)	GBR
('3747',)	Holyrood (CAN)	CAN
('2387',)	Homberg (DEU)	DEU
('4565',)	Homer (USA)	USA
('9796',)	Homestead (USA)	USA
('6200',)	Hommelsto (NOR)	NOR
('2564',)	Hommelvik (NOR)	NOR
('589',)	Hon Khoi (VNM)	VNM
('8730',)	Honai (JPN)	JPN
('10181',)	Honavar (IND)	IND
('1445',)	Hondagua (PHL)	PHL
('3067',)	Honduras (HND)	HND
('2116',)	Honfleur (FRA)	FRA
('3164',)	Hong Kong (HKG)	HKG
('2871',)	Hongay (VNM)	VNM
('9857',)	Hongnong (KOR)	KOR
('3342',)	Honiara (SLB)	SLB
('3282',)	Honngu (VNM)	VNM
('4414',)	Honningsvaag (NOR)	NOR
('2503',)	Honolulu (USA)	USA
('1376',)	Honsater (SWE)	SWE
('3259',)	Honshu (JPN)	JPN
('4160',)	Honura (JPN)	JPN
('8464',)	Hoo (GBR)	GBR
('9677',)	Hoofddorp (NLD)	NLD
('5649',)	Hoogezand (NLD)	NLD
('1414',)	Hooghly Point (IND)	IND
('3594',)	Hook of Holland (NLD)	NLD
('4426',)	Hoonah (USA)	USA
('1993',)	Hopa (TUR)	TUR
('6412',)	Hopedale (CAN)	CAN
('1767',)	Hopewell (USA)	USA
('8527',)	Hoping (TWN)	TWN
('4029',)	Hormuz Is. (IRN)	IRN
('1496',)	Hormuz Terminal (IRN)	IRN
('629',)	Horn Is. (AUS)	AUS
('2322',)	Hornafjordur (ISL)	ISL
('506',)	Hornefors (SWE)	SWE
('4909',)	Hornum (DEU)	DEU
('1279',)	Horsens (DNK)	DNK
('8147',)	Horta (AZO)	AZO
('4274',)	Horten (NOR)	NOR
('8239',)	Horumersiel (DEU)	DEU
('1159',)	Hososhima (JPN)	JPN
('8588',)	Hosvik (FRO)	FRO
('5686',)	Houma (USA)	USA
('544',)	Hound Point (GBR)	GBR
('2331',)	Houston (USA)	USA
('15',)	Houston(CAN) (CAN)	CAN
('10590',)	Houton (GBR)	GBR
('9491',)	Houtskar (FIN)	FIN
('5703',)	Hovensa (VIR)	VIR
('10633',)	Hovsan (AZE)	AZE
('1337',)	Howdendyke (GBR)	GBR
('9980',)	Howth (IRL)	IRL
('6507',)	Hoya (DEU)	DEU
('5684',)	Hoyanger (NOR)	NOR
('6122',)	Hoylandsbygdi (NOR)	NOR
('5636',)	Hoylandssundet (NOR)	NOR
('9923',)	Hoynes (NOR)	NOR
('1027',)	Hrafneyri (ISL)	ISL
('2393',)	Hrisey (ISL)	ISL
('4633',)	Hsinta (TWN)	TWN
('8682',)	Hsinyuan (TWN)	TWN
('4330',)	Huacho (PER)	PER
('281',)	Huahine Is. (PYF)	PYF
('9359',)	Huaian (CHN)	CHN
('9360',)	Huainan (CHN)	CHN
('2340',)	Hualien (TWN)	TWN
('9597',)	Huangdao (CHN)	CHN
('9851',)	Huanggang (CHN)	CHN
('8842',)	Huanghua (CHN)	CHN
('10351',)	Huanghua Anch. (CHN)	CHN
('306',)	Huangpu (CHN)	CHN
('1705',)	Huangshi (CHN)	CHN
('9285',)	Huangyan (CHN)	CHN
('787',)	Huarmey (PER)	PER
('4277',)	Huasco (CHL)	CHL
('8398',)	Huatulco (MEX)	MEX
('8811',)	Hubbard Glacier (USA)	USA
('3038',)	Hubbards (CAN)	CAN
('2528',)	Hudiksvall (SWE)	SWE
('2568',)	Hudson Bay (CAN)	CAN
('6502',)	Hudson Terminal (GBR)	GBR
('4647',)	Huelva (ESP)	ESP
('9749',)	Huichon (PRK)	PRK
('8635',)	Huissen (NLD)	NLD
('7892',)	Huizhou (CHN)	CHN
('6252',)	Huizhou Terminal (CHN)	CHN
('7810',)	Hukou (CHN)	CHN
('10051',)	Hulaylah Terminal (ARE)	ARE
('1916',)	Hull (GBR)	GBR
('8142',)	Huludao (CHN)	CHN
('3519',)	Humbeek (BEL)	BEL
('8673',)	Humber Light Anch. (GBR)	GBR
('2419',)	Humberstone (CAN)	CAN
('8637',)	Humen (CHN)	CHN
('4137',)	Hundested (DNK)	DNK
('2156',)	Hungary (HUN)	HUN
('2546',)	Hungnam (PRK)	PRK
('949',)	Hunnebostrand (SWE)	SWE
('6317',)	Hunstanton (GBR)	GBR
('289',)	Hunterston (GBR)	GBR
('4527',)	Huntington Beach Terminal (USA)	USA
('10417',)	Huntington Field (GBR)	GBR
('4251',)	Hurghada (EGY)	EGY
('4817',)	Huron (USA)	USA
('5869',)	Hurum (NOR)	NOR
('3048',)	Husavik (ISL)	ISL
('3542',)	Husnes (NOR)	NOR
('4162',)	Husoy (NOR)	NOR
('5843',)	Husum(DEU) (DEU)	DEU
('10691',)	Huvadhoo Atoll (MDV)	MDV
('8580',)	Hvalba (FRO)	FRO
('2847',)	Hvaleyri (ISL)	ISL
('1250',)	Hvalfjordur (ISL)	ISL
('9514',)	Hvalpsund (DNK)	DNK
('9482',)	Hvalvik (FRO)	FRO
('2661',)	Hvammstangi (ISL)	ISL
('1757',)	Hvar (HRV)	HRV
('9695',)	Hvide Sande (DNK)	DNK
('9816',)	Hwawon (KOR)	KOR
('1245',)	Hydaburg (USA)	USA
('5654',)	Hyde Park(USA) (USA)	USA
('5131',)	Hydra (GRC)	GRC
('6367',)	Hyen (NOR)	NOR
('2443',)	Hyeres-Plage (FRA)	FRA
('4211',)	Hythe Bay (GBR)	GBR
('1176',)	Ibbenburen (DEU)	DEU
('8240',)	Iberia(USA) (USA)	USA
('9930',)	Ibestad (NOR)	NOR
('3490',)	Ibicuy (ARG)	ARG
('4872',)	Ibiza (ESP)	ESP
('975',)	Ibo (MOZ)	MOZ
('9279',)	Icdas (TUR)	TUR
('5138',)	Iceland (ISL)	ISL
('1709',)	Ichihara (JPN)	JPN
('3270',)	Icoraci (BRA)	BRA
('993',)	Icy Bay (USA)	USA
('8954',)	Icy Strait Point (USA)	USA
('83',)	Iddefjord (SWE)	SWE
('8925',)	Idku (EGY)	EGY
('9820',)	Igaliku (GRL)	GRL
('5955',)	Igarka (RUS)	RUS
('6372',)	Iggesund (SWE)	SWE
('9809',)	Iginniarfik (GRL)	GRL
('5027',)	Igneada (TUR)	TUR
('3799',)	Igoumenitsa (GRC)	GRC
('9272',)	Igsas (TUR)	TUR
('5691',)	Ikaria (GRC)	GRC
('6223',)	Ikata (JPN)	JPN
('9802',)	Ikerasak (GRL)	GRL
('1074',)	Ikerasassuaq (GRL)	GRL
('3118',)	Ikkatseq (GRL)	GRL
('8164',)	Ikornnes (NOR)	NOR
('971',)	Ikuchi Shima (JPN)	JPN
('6422',)	Ile aux Coudres (CAN)	CAN
('579',)	Ile de Re (FRA)	FRA
('2864',)	Ile des Saintes (GLP)	GLP
('578',)	Ile du Bic (CAN)	CAN
('7693',)	Ile d'Yeu (FRA)	FRA
('2202',)	Ile Parisienne (CAN)	CAN
('1573',)	Ile Rousse (FRA)	FRA
('6129',)	Iles du Salut (GUF)	GUF
('9237',)	Ilfracombe (GBR)	GBR
('621',)	Ilha Grande Bay (BRA)	BRA
('9284',)	Ilhabela (BRA)	BRA
('2869',)	Ilheus (BRA)	BRA
('3822',)	Iligan (PHL)	PHL
('10714',)	Illinois (USA)	USA
('9799',)	Illorsuit (GRL)	GRL
('987',)	Ilo (PER)	PER
('4451',)	Iloilo (PHL)	PHL
('3235',)	Ilulissat (GRL)	GRL
('7805',)	Ima Terminal (NGA)	NGA
('5850',)	Imabari (JPN)	JPN
('1193',)	Imam Hasan (IRN)	IRN
('5851',)	Imari (JPN)	JPN
('3963',)	Imatra (FIN)	FIN
('2516',)	Imbituba (BRA)	BRA
('10217',)	Imeretinskiy (RUS)	RUS
('42',)	Immingham (GBR)	GBR
('10374',)	Immingham Anch. (GBR)	GBR
('5688',)	Imperia (ITA)	ITA
('2165',)	Ince (GBR)	GBR
('4303',)	Incheon (KOR)	KOR
('5916',)	Inchkeith (GBR)	GBR
('5524',)	India (IND)	IND
('3588',)	Indian Is. (USA)	USA
('2910',)	Indian Ocean ()	
('2434',)	Indiana Harbour (USA)	USA
('4207',)	Indonesia (IDN)	IDN
('9886',)	Indramayu (IDN)	IDN
('2212',)	Inebolu (TUR)	TUR
('1578',)	Inganess Bay (GBR)	GBR
('474',)	Ingleside (USA)	USA
('9207',)	Ingrandes (FRA)	FRA
('3037',)	Inhambane (MOZ)	MOZ
('698',)	Inhassoro (MOZ)	MOZ
('5105',)	Inkoo (FIN)	FIN
('7869',)	Innaarsuit (GRL)	GRL
('9250',)	Innhavet (NOR)	NOR
('9319',)	Innisfail (AUS)	AUS
('1241',)	Innoshima (JPN)	JPN
('6297',)	Inspection Head (AUS)	AUS
('6236',)	Intan Terminal (IDN)	IDN
('10105',)	Inuvik (CAN)	CAN
('1977',)	Inveraray (GBR)	GBR
('4311',)	Invergordon (GBR)	GBR
('1123',)	Inverkeithing (GBR)	GBR
('3392',)	Inverkip (GBR)	GBR
('2798',)	Inverness (GBR)	GBR
('2195',)	Iona(CAN) (CAN)	CAN
('9242',)	Iona(GBR) (GBR)	GBR
('9429',)	Ios (GRC)	GRC
('3547',)	Ipswich (GBR)	GBR
('5362',)	Iqaluit (CAN)	CAN
('3130',)	Iquique (CHL)	CHL
('2027',)	Iquitos (PER)	PER
('1413',)	Iraklion (GRC)	GRC
('2017',)	Iran (IRN)	IRN
('1808',)	Iraq (IRQ)	IRQ
('5318',)	Ireland (IRL)	IRL
('3804',)	Irian Jaya (IDN)	IDN
('351',)	Irish Sea ()	
('5031',)	Irlam (GBR)	GBR
('46',)	Iroquois Lock (USA)	USA
('5371',)	Irvine (GBR)	GBR
('4641',)	Irwell (GBR)	GBR
('9321',)	Isaac's Harbour (CAN)	CAN
('3773',)	Isabel (PHL)	PHL
('150',)	Isabela de Sagua (CUB)	CUB
('2533',)	Isabela(PHL) (PHL)	PHL
('604',)	Isafjordur (ISL)	ISL
('8279',)	Iscuande (COL)	COL
('7629',)	Ise (JPN)	JPN
('807',)	Ise Bay (JPN)	JPN
('888',)	Ishigaki (JPN)	JPN
('882',)	Ishigaki Bay (JPN)	JPN
('4950',)	Ishikari (JPN)	JPN
('6323',)	Ishikariwan Shinko (JPN)	JPN
('6135',)	Ishikawa (JPN)	JPN
('2625',)	Ishinomaki (JPN)	JPN
('8611',)	Isis Terminal (TUN)	TUN
('4703',)	Iskenderun (TUR)	TUR
('10244',)	Iskenderun Anch. (TUR)	TUR
('8199',)	Isla de Ons (ESP)	ESP
('1510',)	Isla de Providencia (COL)	COL
('8274',)	Isla Gorgona (COL)	COL
('8619',)	Isla Herradura (CRI)	CRI
('8230',)	Isla Mujeres (MEX)	MEX
('8277',)	Isla Pacheca (PAN)	PAN
('9765',)	Islas del Rosario (COL)	COL
('2070',)	Islay Is. (GBR)	GBR
('2770',)	Isle aux Morts (CAN)	CAN
('2753',)	Isle of Grain (GBR)	GBR
('2749',)	Isle of Man (IOM)	IOM
('891',)	Isle of Pines (NCL)	NCL
('1397',)	Isle of Skye (GBR)	GBR
('7948',)	Isle of Whithorn (GBR)	GBR
('1401',)	Isle of Wight (GBR)	GBR
('2456',)	Isles of Scilly (GBR)	GBR
('2469',)	Ismailia (EGY)	EGY
('4552',)	Isnas (FIN)	FIN
('3927',)	Israel (ISR)	ISR
('2581',)	Istanbul (TUR)	TUR
('10347',)	Istanbul Anch. (TUR)	TUR
('4127',)	Isthmia (GRC)	GRC
('5446',)	Itacoatiara (BRA)	BRA
('2612',)	Itaituba (BRA)	BRA
('4453',)	Itajai (BRA)	BRA
('3848',)	Italy (ITA)	ITA
('10178',)	Itapoa (BRA)	BRA
('4920',)	Itaqui (BRA)	BRA
('2127',)	Itea (GRC)	GRC
('5228',)	Ithaka (GRC)	GRC
('9833',)	Itilleq (GRL)	GRL
('2327',)	Itozaki (JPN)	JPN
('1840',)	Ittoqqortoormiit (GRL)	GRL
('10618',)	Iturup (RUS)	RUS
('5664',)	Itzehoe (DEU)	DEU
('10699',)	Ivashka (RUS)	RUS
('610',)	Ivittuut (GRL)	GRL
('4367',)	Ivory Coast (CIV)	CIV
('5308',)	Iwagi (JPN)	JPN
('3191',)	Iwakuni (JPN)	JPN
('4318',)	Iwanai (JPN)	JPN
('4497',)	Iwo To (JPN)	JPN
('8456',)	Ixtapa (MEX)	MEX
('4681',)	Izmail (UKR)	UKR
('4326',)	Izmir (TUR)	TUR
('4760',)	Izmit (TUR)	TUR
('5424',)	Izola (SVN)	SVN
('6033',)	Izon (FRA)	FRA
('7678',)	Izuhara (JPN)	JPN
('3178',)	Izumisano (JPN)	JPN
('979',)	Izu-Ohshima (JPN)	JPN
('1706',)	Jabiru Terminal (AUS)	AUS
('5423',)	Jablanac (HRV)	HRV
('9791',)	Jabung Terminal (IDN)	IDN
('10155',)	Jabuti Field (BRA)	BRA
('4700',)	Jacksonville (USA)	USA
('3936',)	Jacmel (HTI)	HTI
('4903',)	Jaffna (LKA)	LKA
('1523',)	Jafrabad (IND)	IND
('8423',)	Jagna (PHL)	PHL
('10050',)	Jaigarh (IND)	IND
('9893',)	Jailolo (IDN)	IDN
('2445',)	Jakarta (IDN)	IDN
('10364',)	Jakarta Anch. (IDN)	IDN
('3088',)	Jakhau (IND)	IND
('3316',)	Jaluit (MHL)	MHL
('5336',)	Jamaica (JAM)	JAM
('5059',)	Jambi (IDN)	IDN
('864',)	Jambongan (MYS)	MYS
('1638',)	James Is. (CAN)	CAN
('7620',)	James River (USA)	USA
('8958',)	Jamestown(RI USA) (USA)	USA
('8160',)	Jamestown(SHN) (SHN)	SHN
('8072',)	Jamnagar Terminal (IND)	IND
('1019',)	Jan Mayen Is. (SJM)	SJM
('4381',)	Janghang (KOR)	KOR
('6169',)	Jangseungpo (KOR)	KOR
('7990',)	Janice Field (GBR)	GBR
('5181',)	Japan (JPN)	JPN
('9542',)	Japan/Korea (JPN)	JPN
('7688',)	Jasaan (PHL)	PHL
('8071',)	Jasiira (SOM)	SOM
('2221',)	Jask (IRN)	IRN
('9451',)	Jasmine Venture Terminal (THA)	THA
('2000',)	Jawa (IDN)	IDN
('6166',)	Jawaharlal Nehru (IND)	IND
('10362',)	Jawaharlal Nehru Anch. (IND)	IND
('120',)	Jayapura (IDN)	IDN
('8607',)	Jbeil (LBN)	LBN
('8893',)	Jeanerette (USA)	USA
('185',)	Jebel Ali (ARE)	ARE
('10365',)	Jebel Ali Anch. (ARE)	ARE
('4908',)	Jebel Dhanna Terminal (ARE)	ARE
('5696',)	Jeble (SYR)	SYR
('4604',)	Jeddah (SAU)	SAU
('2575',)	Jedway (CAN)	CAN
('9681',)	Jefferson (USA)	USA
('7752',)	Jeffersonville (USA)	USA
('4724',)	Jeju (KOR)	KOR
('6026',)	Jelsa (NOR)	NOR
('7744',)	Jennings (USA)	USA
('9865',)	Jensen Beach (USA)	USA
('4971',)	Jeremie (HTI)	HTI
('2550',)	Jersey (GBR)	GBR
('6306',)	Jervis Bay (AUS)	AUS
('9361',)	Jiamusi (CHN)	CHN
('9756',)	Jiangdu (CHN)	CHN
('8',)	Jiangmen (CHN)	CHN
('8751',)	Jiangpu (CHN)	CHN
('10375',)	Jiangsu (CHN)	CHN
('6484',)	Jiangyin (CHN)	CHN
('8364',)	Jiaojiang (CHN)	CHN
('8075',)	Jiaxing (CHN)	CHN
('6042',)	Jieh (LBN)	LBN
('644',)	Jimenez (PHL)	PHL
('9714',)	Jimo (CHN)	CHN
('7583',)	Jingjiang (CHN)	CHN
('9575',)	Jingzhou (CHN)	CHN
('4018',)	Jinhae (KOR)	KOR
('3419',)	Jinmen Is. (TWN)	TWN
('2576',)	Jinshan (CHN)	CHN
('9363',)	Jinshi (CHN)	CHN
('7808',)	Jinxi (CHN)	CHN
('7590',)	Jinzhou (CHN)	CHN
('10319',)	Jinzhou Anch. (CHN)	CHN
('5124',)	Jiujiang (CHN)	CHN
('8638',)	Jiuzhou (CHN)	CHN
('2032',)	Jiye (LBN)	LBN
('4386',)	Jobos (PRI)	PRI
('717',)	Joensuu (FIN)	FIN
('1471',)	Johnston Atoll (UMI)	UMI
('10751',)	Johor Anch. (MYS)	MYS
('3875',)	Johore Bahru (MYS)	MYS
('3878',)	Johore River ()	
('2001',)	Jolo (PHL)	PHL
('152',)	Jones Point (USA)	USA
('6020',)	Jonesport (USA)	USA
('3994',)	Jordan (JOR)	JOR
('2178',)	Jorf Lasfar (MAR)	MAR
('10727',)	Jorf Lasfar Anch. (MAR)	MAR
('9874',)	Jorong (IDN)	IDN
('465',)	Jose Ignacio Terminal (URY)	URY
('5671',)	Jose Panganiban (PHL)	PHL
('6345',)	Jost van Dyke (VGB)	VGB
('8110',)	Jotun Field (NOR)	NOR
('3678',)	Jounieh (LBN)	LBN
('1354',)	Joutseno (FIN)	FIN
('5087',)	Jovik (NOR)	NOR
('3667',)	Juan Fernandez Is. (CHL)	CHL
('6119',)	Juan L. Lacaze (URY)	URY
('9745',)	Juanchaco (COL)	COL
('2310',)	Juaymah Terminal (SAU)	SAU
('4542',)	Jubail (SAU)	SAU
('10331',)	Jubail Anch. (SAU)	SAU
('8703',)	Jubarte Field (BRA)	BRA
('10161',)	Jubilee Field (GHA)	GHA
('4886',)	Jucaro (CUB)	CUB
('2627',)	Juelsminde (DNK)	DNK
('3818',)	Juist (DEU)	DEU
('3317',)	Juneau (USA)	USA
('8794',)	Jupiter(USA) (USA)	USA
('792',)	Jura Is. (GBR)	GBR
('10286',)	Jurong Island (SGP)	SGP
('7791',)	Jurong Port (SGP)	SGP
('10480',)	Juruti (BRA)	BRA
('5042',)	Jutland (DNK)	DNK
('10',)	Kaafjord (NOR)	NOR
('8795',)	Kaag (NLD)	NLD
('5391',)	Kaarsto (NOR)	NOR
('10625',)	Kabaena (IDN)	IDN
('6368',)	Kabatepe (TUR)	TUR
('5731',)	Kabda (IRQ)	IRQ
('6469',)	Kabil (IDN)	IDN
('8467',)	Kadmat (IND)	IND
('1665',)	Kagehamn (SWE)	SWE
('1263',)	Kagoshima (JPN)	JPN
('5186',)	Kahului (USA)	USA
('8817',)	Kaighns Point Anch. (USA)	USA
('9407',)	Kailua Kona (USA)	USA
('6476',)	Kaimana (IDN)	IDN
('4134',)	Kainan (JPN)	JPN
('380',)	Kaiwatu (IDN)	IDN
('8513',)	Kajiki (JPN)	JPN
('3190',)	Kakap Terminal (IDN)	IDN
('2279',)	Kake (USA)	USA
('4561',)	Kakinada (IND)	IND
('1425',)	Kakogawa (JPN)	JPN
('7986',)	Kaktovik (USA)	USA
('9961',)	Kalabahi (IDN)	IDN
('8138',)	Kalach-na-Donu (RUS)	RUS
('1852',)	Kalaeloa (USA)	USA
('415',)	Kalajoki (FIN)	FIN
('5047',)	Kalama (USA)	USA
('796',)	Kalamaki (GRC)	GRC
('793',)	Kalamaki Bay (GRC)	GRC
('1440',)	Kalamata (GRC)	GRC
('6251',)	Kalba (ARE)	ARE
('7854',)	Kalbut (IDN)	IDN
('2475',)	Kalecik (CYP)	CYP
('5727',)	Kali Limenes (GRC)	GRC
('587',)	Kalianget (IDN)	IDN
('2313',)	Kalimantan (IDN)	IDN
('7771',)	Kalingapatnam (IND)	IND
('3978',)	Kaliningrad (RUS)	RUS
('3744',)	Kalix (SWE)	SWE
('6193',)	Kallvik (SWE)	SWE
('878',)	Kallviken (SWE)	SWE
('3682',)	Kalmar (SWE)	SWE
('8354',)	Kalmarsand (SWE)	SWE
('2704',)	Kalpeni (IND)	IND
('2355',)	Kalundborg (DNK)	DNK
('6124',)	Kalvaag (NOR)	NOR
('2551',)	Kalymnos (GRC)	GRC
('4831',)	Kalyvia (GRC)	GRC
('2087',)	Kamaishi (JPN)	JPN
('7863',)	Kamarajar (IND)	IND
('4918',)	Kambo (NOR)	NOR
('8548',)	Kambunong (IDN)	IDN
('3710',)	Kamchatka Peninsula (RUS)	RUS
('3846',)	Kamenka (RUS)	RUS
('5782',)	Kames Bay (GBR)	GBR
('6132',)	Kamigoto (JPN)	JPN
('8366',)	Kamo (JPN)	JPN
('4560',)	Kampen (NLD)	NLD
('3020',)	Kamsar (GIN)	GIN
('10303',)	Kamysh-Burun (UKR)	UKR
('8647',)	Kamyshin (RUS)	RUS
('1597',)	Kanazawa (JPN)	JPN
('5961',)	Kanda (JPN)	JPN
('10326',)	Kanda Anch. (JPN)	JPN
('2812',)	Kandalaksha (RUS)	RUS
('4832',)	Kandla (IND)	IND
('10154',)	Kandla Anch. (IND)	IND
('1343',)	Kangaamiut (GRL)	GRL
('5846',)	Kangaroo Is. (AUS)	AUS
('5281',)	Kangerluarsoruseq (GRL)	GRL
('713',)	Kangerlussuaq (GRL)	GRL
('9797',)	Kangersuatsiaq (GRL)	GRL
('1222',)	Kangilinnguit (GRL)	GRL
('2915',)	Kankesanturai (LKA)	LKA
('9757',)	Kanmon Strait (JPN)	JPN
('6324',)	Kannoura (JPN)	JPN
('1275',)	Kanokawa (JPN)	JPN
('6316',)	Kanonerskiy Is. (RUS)	RUS
('10747',)	Kanowit Field (MYS)	MYS
('5353',)	Kantang (THA)	THA
('1045',)	Kantvik (FIN)	FIN
('1504',)	Kaohsiung (TWN)	TWN
