ID_Lloyds	Name_Lloyds (COUNTRY)	COUNTRY
('10352',)	Semarang Anch. (IDN)	IDN
('3134',)	Sematan (MYS)	MYS
('2280',)	Sembakung (IDN)	IDN
('5499',)	Sembilan Is.(IDN) (IDN)	IDN
('5394',)	Sembilan Is.(MYS) (MYS)	MYS
('1181',)	Seme Terminal (BEN)	BEN
('8643',)	Semikarakorsk (RUS)	RUS
('10533',)	Semirara Is. (PHL)	PHL
('4631',)	Semporna (MYS)	MYS
('3984',)	Senanus Is. (CAN)	CAN
('10085',)	Senboku (JPN)	JPN
('6509',)	Sendai (JPN)	JPN
('8839',)	Sendai-Shiogama (JPN)	JPN
('2741',)	Senegal (SEN)	SEN
('8383',)	Senigallia (ITA)	ITA
('1403',)	Senipah Terminal (IDN)	IDN
('1935',)	Senj (HRV)	HRV
('2474',)	Senzaki (JPN)	JPN
('9271',)	Seogwipo (KOR)	KOR
('10431',)	Sepat Terminal (MYS)	MYS
('5889',)	Sepetiba (BRA)	BRA
('10160',)	Sepetiba Anch. (BRA)	BRA
('1431',)	Seram Is. (IDN)	IDN
('5544',)	Serang (IDN)	IDN
('10064',)	Serasan (IDN)	IDN
('5161',)	Serbia (SCG)	SCG
('10271',)	Sergipe (BRA)	BRA
('5921',)	Seria Terminal (BRN)	BRN
('9875',)	Seribu (IDN)	IDN
('1393',)	Serifos (GRC)	GRC
('8881',)	Serpentina Terminal (GNQ)	GNQ
('8418',)	Sesimbra (PRT)	PRT
('736',)	Seskaro Is. (SWE)	SWE
('9711',)	Sestao (ESP)	ESP
('6048',)	Sestri Levante (ITA)	ITA
('8530',)	Sesuit Harbour (USA)	USA
('1990',)	Sete (FRA)	FRA
('5576',)	Setoda (JPN)	JPN
('2394',)	Setubal (PRT)	PRT
('407',)	Sevastopol (UKR)	UKR
('10393',)	Sevastopol Anch. (UKR)	UKR
('1428',)	Seven Islands (CAN)	CAN
('10371',)	Seven Islands Anch. (CAN)	CAN
('8175',)	Severo Kurilsk (RUS)	RUS
('6408',)	Severodvinsk (RUS)	RUS
('7858',)	Severomorsk (RUS)	RUS
('5917',)	Seville (ESP)	ESP
('3759',)	Seward (USA)	USA
('8390',)	Seybaplaya (MEX)	MEX
('924',)	Seychelles (SYC)	SYC
('3507',)	Seydhisfjordur (ISL)	ISL
('1669',)	Sfax (TUN)	TUN
('595',)	'sGravendeel (NLD)	NLD
('3073',)	'sGravenhage (NLD)	NLD
('10157',)	Sha Lung Terminal (TWN)	TWN
('2382',)	Sha Tin (CHN)	CHN
('461',)	Shakhtersk (RUS)	RUS
('3425',)	Shandon (GBR)	GBR
('1182',)	Shanghai (CHI)	CHI
('8517',)	Shanhaiguan (CHN)	CHN
('8757',)	Shannon Estuary (IRL)	IRL
('3018',)	Shannon River (IRL)	IRL
('1282',)	Shantou (CHN)	CHN
('6066',)	Shanwei (CHN)	CHN
('1829',)	Shapinsay (GBR)	GBR
('3618',)	Sharjah (UAE)	UAE
('4583',)	Shark Bay (AUS)	AUS
('4713',)	Sharm el Sheikh (EGY)	EGY
('3390',)	Sharmah (SAU)	SAU
('2580',)	Sharpness (GBR)	GBR
('8697',)	Shashi (CHN)	CHN
('9312',)	Shatian (CHN)	CHN
('1237',)	Shatt al Arab (IRQ)	IRQ
('3812',)	Sheboygan (USA)	USA
('5632',)	Shediac (CAN)	CAN
('2905',)	Sheerness (GBR)	GBR
('3696',)	Sheet Harbour (CAN)	CAN
('10211',)	Shek Wu (CHN)	CHN
('3590',)	Shekou (CHN)	CHN
('1905',)	Shelburne (CAN)	CAN
('956',)	Shell Haven (GBR)	GBR
('4092',)	Shenao (TWN)	TWN
('2247',)	Shengjin (ALB)	ALB
('6418',)	Shenzhen (CHN)	CHN
('4589',)	Sherbro River (SLE)	SLE
('3563',)	'sHertogenbosch (NLD)	NLD
('103',)	Shetland Is. (GBR)	GBR
('789',)	Shibaura (JPN)	JPN
('1314',)	Shibushi (JPN)	JPN
('7582',)	Shidao (CHN)	CHN
('8245',)	Shigei (JPN)	JPN
('2974',)	Shijiusuo (CHN)	CHN
('4128',)	Shikama (JPN)	JPN
('1771',)	Shikoku (JPN)	JPN
('7569',)	Shikotan Is. (RUS)	RUS
('9376',)	Shilong (CHN)	CHN
('5519',)	Shimabara (JPN)	JPN
('593',)	Shimizu (JPN)	JPN
('5365',)	Shimoda (JPN)	JPN
('2121',)	Shimonoseki (JPN)	JPN
('1882',)	Shimotsu (JPN)	JPN
('1094',)	Shimushiru Bay (RUS)	RUS
('3303',)	Shingu (JPN)	JPN
('2442',)	Shiogama (JPN)	JPN
('9323',)	Ship Harbour (CAN)	CAN
('922',)	Shippegan (CAN)	CAN
('9609',)	Shippensburg (USA)	USA
('9710',)	Shippingport (USA)	USA
('9377',)	Shipu (CHN)	CHN
('9378',)	Shiqiao (CHN)	CHN
('8356',)	Shirashima (JPN)	JPN
('8792',)	Shiriya (JPN)	JPN
('5852',)	Shitanoe (JPN)	JPN
('8286',)	Shizuura (JPN)	JPN
('7689',)	Shlisselburg (RUS)	RUS
('813',)	Shoab Ali Field (EGY)	EGY
('9908',)	Shoaiba (SAU)	SAU
('2944',)	Shodoshima (JPN)	JPN
('391',)	Shoreham (GBR)	GBR
('414',)	Shortland Is. (SLB)	SLB
('5060',)	Shotton Wharf (GBR)	GBR
('9474',)	Shreveport Bossier (USA)	USA
('4984',)	Shuaiba (KWT)	KWT
('7703',)	Shuidong (CHN)	CHN
('9509',)	Shunde (CHN)	CHN
('10097',)	Shuqaiq (SAU)	SAU
('9826',)	Shuwaikh (KWT)	KWT
('5128',)	Siain (PHL)	PHL
('2005',)	Siak (IDN)	IDN
('8242',)	Siam Seaport (THA)	THA
('5903',)	Siasi (PHL)	PHL
('2897',)	Sibenik (HRV)	HRV
('5507',)	Siberia (RUS)	RUS
('4013',)	Siberut Is. (IDN)	IDN
('5887',)	Sibolga (IDN)	IDN
('1809',)	Sibu (MYS)	MYS
('2545',)	Sicily (ITA)	ITA
('6409',)	Siddeburen (NLD)	NLD
('529',)	Sidi Ifni (MAR)	MAR
('1897',)	Sidi Kerir Terminal (EGY)	EGY
('9214',)	Sidney (CAN)	CAN
('5320',)	Sidon (LBN)	LBN
('1863',)	Sierra Leone (SLE)	SLE
('6453',)	Sifnos Is. (GRC)	GRC
('622',)	Sigerfjord (NOR)	NOR
('4854',)	Sigli (IDN)	IDN
('3034',)	Siglufjordur (ISL)	ISL
('4403',)	Sihanoukville (KHM)	KHM
('4667',)	Siilinjarvi (FIN)	FIN
('9693',)	Sijangkang (MYS)	MYS
('1013',)	Sijingkat (MYS)	MYS
('5866',)	Sikea (SWE)	SWE
('5491',)	Sikka (IND)	IND
('4873',)	Silam (MYS)	MYS
('1312',)	Silavuti (PNG)	PNG
('9554',)	Sile (TUR)	TUR
('8372',)	Silistra (BGR)	BGR
('4645',)	Silivri (TUR)	TUR
('9259',)	Sillamae (EST)	EST
('5796',)	Silloth (GBR)	GBR
('8698',)	Silver Bay (USA)	USA
('1887',)	Simi (GRC)	GRC
('2776',)	Simonstown (ZAF)	ZAF
('8023',)	Simpevarp (SWE)	SWE
('3847',)	Simrishamn (SWE)	SWE
('5732',)	Sinabang (IDN)	IDN
('10310',)	Sinda (TWN)	TWN
('4611',)	Sines (PRT)	PRT
('10736',)	Sines Anch. (PRT)	PRT
('1165',)	Singapore (SGP)	SGP
('10415',)	Singapore LNG Terminal (SGP)	SGP
('1135',)	Singapore Roads (SGP)	SGP
('1166',)	Singkawang (IDN)	IDN
('2933',)	Singkel (IDN)	IDN
('2926',)	Singkep Is. (IDN)	IDN
('4467',)	Sinop (TUR)	TUR
('8312',)	Sinpo (PRK)	PRK
('2963',)	Sintete (IDN)	IDN
('9520',)	Sint-Kruis-Winkel (BEL)	BEL
('2263',)	Sinu Bay (LBR)	LBR
('9',)	Siorapaluk (GRL)	GRL
('4302',)	Sipitang (MYS)	MYS
('8668',)	Sipoo (FIN)	FIN
('764',)	Siracusa (ITA)	ITA
('9917',)	Sirevaag (NOR)	NOR
('8046',)	Siri Field (DNK)	DNK
('1307',)	Sirri Is. (IRN)	IRN
('5074',)	Sirte (LBY)	LBY
('10555',)	Sisilipi (SLB)	SLB
('464',)	Sisimiut (GRL)	GRL
('9927',)	Sistiana (ITA)	ITA
('8488',)	Sitangkai (PHL)	PHL
('5918',)	Sitia (GRC)	GRC
('8962',)	Sitiawan (MYS)	MYS
('5839',)	Sitka (USA)	USA
('7770',)	Sitra (BHR)	BHR
('1979',)	Sittingbourne (GBR)	GBR
('5529',)	Sittwe (MMR)	MMR
('8024',)	Situbondo (IDN)	IDN
('10491',)	Siukna (IDN)	IDN
('6270',)	Sizewell (GBR)	GBR
('8054',)	Siziman (RUS)	RUS
('2198',)	Sjaellands Odde (DNK)	DNK
('990',)	Sjotorp (SWE)	SWE
('9929',)	Sjovegan (NOR)	NOR
('8760',)	Skaalevik (NOR)	NOR
('3467',)	Skaanevik (NOR)	NOR
('2767',)	Skadovsk (UKR)	UKR
('1177',)	Skaelskor (DNK)	DNK
('5319',)	Skaerbaek (DNK)	DNK
('4005',)	Skagen (DNK)	DNK
('434',)	Skagway (USA)	USA
('6105',)	Skalafjordur (FRO)	FRO
('5104',)	Skaland (NOR)	NOR
('7900',)	Skali (FRO)	FRO
('2719',)	Skaramanga (GRC)	GRC
('1934',)	Skarhamn (SWE)	SWE
('769',)	Skarrehage (DNK)	DNK
('10412',)	Skarv Field (NOR)	NOR
('3922',)	Skattkar (SWE)	SWE
('1740',)	Skaw (DNK)	DNK
('6039',)	Skeldon (GUY)	GUY
('1838',)	Skelleftea (SWE)	SWE
('240',)	Skerjafjordur (ISL)	ISL
('3555',)	Skiathos (GRC)	GRC
('164',)	Skibbereen (IRL)	IRL
('4871',)	Skien (NOR)	NOR
('5836',)	Skikda (DZA)	DZA
('5045',)	Skive (DNK)	DNK
('10166',)	Skjervoy (NOR)	NOR
('344',)	Skjoldungen (GRL)	GRL
('2991',)	Skogby (FIN)	FIN
('1251',)	Skoghall (SWE)	SWE
('1529',)	Skoldvik (FIN)	FIN
('2866',)	Skopelos (GRC)	GRC
('8587',)	Skopun (FRO)	FRO
('5638',)	Skredsvik (SWE)	SWE
('6354',)	Skua Terminal (AUS)	AUS
('2893',)	Skudeneshavn (NOR)	NOR
('4839',)	Skull (IRL)	IRL
('8026',)	Skulte (LVA)	LVA
('4115',)	Skuru (FIN)	FIN
('3803',)	Skutskar (SWE)	SWE
('3400',)	Skyros (GRC)	GRC
('4015',)	Slagen (NOR)	NOR
('1054',)	Slavyanka (RUS)	RUS
('8704',)	Sleipner Field (NOR)	NOR
('117',)	Slemmestad (NOR)	NOR
('10739',)	Sleneset (NOR)	NOR
('7623',)	Slidell (USA)	USA
('7616',)	Sliedrecht (NLD)	NLD
('4880',)	Sligo (IRL)	IRL
('4883',)	Slikkerveer (NLD)	NLD
('4912',)	Slite (SWE)	SWE
('4522',)	Slottsbron (SWE)	SWE
('10167',)	Slovag (NOR)	NOR
('6442',)	Slovakia (SVK)	SVK
('6477',)	Slovenia (SVN)	SVN
('2289',)	Sluiskil (NLD)	NLD
('9329',)	Smalkalden (SUR)	SUR
('688',)	Small Ships Anch. (GBR)	GBR
('9414',)	Smith's Bluff (USA)	USA
('4058',)	Smogen (SWE)	SWE
('10332',)	Smola (NOR)	NOR
('582',)	Snaefellsnes (ISL)	ISL
('9959',)	Snake Cay (BHS)	BHS
('2007',)	Snape Bridge (GBR)	GBR
('9286',)	Snaptun (DNK)	DNK
('5344',)	Sneek (NLD)	NLD
('4501',)	Snell Lock (USA)	USA
('9937',)	Snillfjord (NOR)	NOR
('4254',)	Snodland (GBR)	GBR
('9842',)	Snohvit Field (NOR)	NOR
('7849',)	Snorre Field (NOR)	NOR
('1694',)	Soby (DNK)	DNK
('4974',)	Sochi (RUS)	RUS
('9725',)	Socorridos (PMD)	PMD
('2117',)	Socotra Is. (YEM)	YEM
('4956',)	Soderhamn (SWE)	SWE
('8096',)	Soderkoping (SWE)	SWE
('1157',)	Sodertalje (SWE)	SWE
('9897',)	Sofifi (IDN)	IDN
('2990',)	Sogndal (NOR)	NOR
('8737',)	Sogne (NOR)	NOR
('38',)	Sognefjord (NOR)	NOR
('8956',)	Sohar (OMN)	OMN
('10262',)	Sohar Anch. (OMN)	OMN
('8173',)	Sokcho (KOR)	KOR
('8539',)	Sokhna (EGY)	EGY
('7914',)	Sola (NOR)	NOR
('3040',)	Solent Anch. (GBR)	GBR
('8904',)	Solevaag (NOR)	NOR
('7543',)	Solikamsk (RUS)	RUS
('5257',)	Solin (HRV)	HRV
('1089',)	Solomon Islands (SLB)	SLB
('10690',)	Solovki Is. (RUS)	RUS
('2880',)	Solumstrand (NOR)	NOR
('3942',)	Solvesborg (SWE)	SWE
('2166',)	Soma (JPN)	JPN
('4118',)	Somalia (SOM)	SOM
('8591',)	Sombra (CAN)	CAN
('3204',)	Sombrero (AIA)	AIA
('1043',)	Somerset(Mass) (USA)	USA
('10505',)	Somovit (BGR)	BGR
('3308',)	Sondeled (NOR)	NOR
('4737',)	Sonderborg (DNK)	DNK
('9942',)	Song Doc Field (VNM)	VNM
('9379',)	Songjiang (CHN)	CHN
('3643',)	Songjin (PRK)	PRK
('3501',)	Songkhla (THA)	THA
('9563',)	Songnim (PRK)	PRK
('133',)	Songo Songo Is. (TZA)	TZA
('8641',)	Songxia (CHN)	CHN
('4422',)	Sonora (CAN)	CAN
('9556',)	Soraker (SWE)	SWE
('5129',)	Sorel (CAN)	CAN
('5681',)	Sorong (IDN)	IDN
('7782',)	Soroosh Terminal (IRN)	IRN
('1128',)	Sorreisa (NOR)	NOR
('2466',)	Sorrento (ITA)	ITA
('4175',)	Sortland (NOR)	NOR
('10048',)	Soru (EST)	EST
('2090',)	Sorvagur (FRO)	FRO
('8727',)	Sosnovka (RUS)	RUS
('10518',)	Sotillo (VEN)	VEN
('1497',)	Soufriere (LCA)	LCA
('1701',)	Sour (LBN)	LBN
('3516',)	Souris (CAN)	CAN
('2357',)	Sousaki (GRC)	GRC
('4406',)	Sousse (TUN)	TUN
('5479',)	South Africa (ZAF)	ZAF
('5118',)	South America ()	
('8222',)	South Arne Field (DNK)	DNK
('616',)	South Atlantic ()	
('1554',)	South Australia (AUS)	AUS
('527',)	South Brewer (USA)	USA
('8317',)	South Bristol (USA)	USA
('2752',)	South Carolina (USA)	USA
('1208',)	South China Sea ()	
('9645',)	South Dartmouth (USA)	USA
('5960',)	South East Asia ()	
('10672',)	South East Bight (CAN)	CAN
('3222',)	South East Shoal ()	
('7555',)	South Europe ()	
('2130',)	South Georgia (FLK)	FLK
('530',)	South Haven (USA)	USA
('10035',)	South Hook LNG Terminal (GBR)	GBR
('8244',)	South Killingholme (GBR)	GBR
('4166',)	South Korea (KOR)	KOR
('7978',)	South Louisiana (USA)	USA
('258',)	South Nelson (CAN)	CAN
('5902',)	South Orkney Is. (GBR)	GBR
('368',)	South Pacific ()	
('3721',)	South Pass (USA)	USA
('9971',)	South Pulau Laut Terminal (IDN)	IDN
('1034',)	South Riding Point (BHS)	BHS
('2700',)	South Shetland Is. (GBR)	GBR
('8078',)	South Shields (GBR)	GBR
('667',)	South Strome (GBR)	GBR
('3158',)	South Uist (GBR)	GBR
('2524',)	South Yemen (YEM)	YEM
('4640',)	Southampton (GBR)	GBR
('4362',)	Southend (GBR)	GBR
('2882',)	Southend Anch. (GBR)	GBR
('4331',)	Southern Ocean ()	
('1743',)	Southport(USA) (USA)	USA
('862',)	Southwest Pass (USA)	USA
('2463',)	Southwest Pass light. area (USA)	USA
('2744',)	Southwold Anch. (GBR)	GBR
('6267',)	Sovetskaya Gavan (RUS)	RUS
('6396',)	Sovik (NOR)	NOR
('10394',)	Soviknes (NOR)	NOR
('2260',)	Soyo (AGO)	AGO
('1112',)	Soyo-Quinfuquena Terminal (AGO)	AGO
('8434',)	Sozopol (BGR)	BGR
('1996',)	Spaarndam (NLD)	NLD
('5194',)	Spain (ESP)	ESP
('101',)	Spesshult (SWE)	SWE
('2421',)	Spetsai (GRC)	GRC
('2998',)	Speyer (DEU)	DEU
('6293',)	Spiddle (IRL)	IRL
('2270',)	Spijk (NLD)	NLD
('5465',)	Spile Anch. (GBR)	GBR
('9232',)	Spitsbergen (SJM)	SJM
('1161',)	Spjelkavik (NOR)	NOR
('4702',)	Split (HRV)	HRV
('4036',)	Spragge (CAN)	CAN
('7971',)	Springdale (CAN)	CAN
('6239',)	Sprogo (DNK)	DNK
('5538',)	Spurn Anch. (GBR)	GBR
('4346',)	Squamish (CAN)	CAN
('31',)	Sri Lanka (LKA)	LKA
('3362',)	Sriracha (THA)	THA
('3021',)	Srivardhan Bay (IND)	IND
('1608',)	St. Albans (CAN)	CAN
('353',)	St. Andrews(CAN) (CAN)	CAN
('1408',)	St. Anna Bay (CUW)	CUW
('3440',)	St. Annaland (NLD)	NLD
('3855',)	St. Anns Bay (JAM)	JAM
('2428',)	St. Anthony (CAN)	CAN
('8067',)	St. Augustine (USA)	USA
('5338',)	St. Austell Bay (GBR)	GBR
('1980',)	St. Barbe Harbour (CAN)	CAN
('3337',)	St. Barthelemy (GLP)	GLP
('8228',)	St. Bernard (USA)	USA
('3186',)	St. Bride's Bay (GBR)	GBR
('5726',)	St. Catharines (CAN)	CAN
('10487',)	St. Charles (USA)	USA
('8570',)	St. Clair (USA)	USA
('2632',)	St. Clair River (USA)	USA
('716',)	St. Croix (VIR)	VIR
('4144',)	St. Davids (GBR)	GBR
('4508',)	St. Etienne du Rouvray (FRA)	FRA
('1803',)	St. Eustatius (BES)	BES
('8877',)	St. Gabriel (USA)	USA
('2644',)	St. George Harbour(GRC) (GRC)	GRC
('1366',)	St. George's Harbour(CAN) (CAN)	CAN
('8073',)	St. George's(BMU) (BMU)	BMU
('7594',)	St. George's(GRD) (GRD)	GRD
('565',)	St. Helena (SHN)	SHN
('10578',)	St. Helens(Oreg) (USA)	USA
('8150',)	St. Helier (GBR)	GBR
('1352',)	St. Ives (GBR)	GBR
('4252',)	St. Ives Bay (GBR)	GBR
('8721',)	St. James (USA)	USA
('2570',)	St. Jean (CAN)	CAN
('7908',)	St. Jean de Luz (FRA)	FRA
('1022',)	St. John(VIR) (VIR)	VIR
('8089',)	St. John's(ATG) (ATG)	ATG
('3246',)	St. John's(CAN) (CAN)	CAN
('2493',)	St. Joseph (USA)	USA
('4819',)	St. Kilda (GBR)	GBR
('549',)	St. Kitts (KNA)	KNA
('6516',)	St. Kitts-Nevis (KNA)	KNA
('3792',)	St. Lambert Lock (CAN)	CAN
('3041',)	St. Laurent (GUF)	GUF
('7944',)	St. Lawrence Is. (USA)	USA
('1100',)	St. Louis du Rhone (FRA)	FRA
('7887',)	St. Louis(MO USA) (USA)	USA
('2429',)	St. Louis(SEN) (SEN)	SEN
('2532',)	St. Lucia (LCA)	LCA
('3675',)	St. Malo (FRA)	FRA
('6130',)	St. Marc (HTI)	HTI
('9274',)	St. Margaret's Hope (GBR)	GBR
('1323',)	St. Martin (GLP)	GLP
('8813',)	St. Matthew Is. (USA)	USA
('9417',)	St. Michael(AK USA) (USA)	USA
('2884',)	St. Michael's (AZO)	AZO
('400',)	St. Michiel's Bay (CUW)	CUW
('7624',)	St. Monans (GBR)	GBR
('73',)	St. Nazaire (FRA)	FRA
('390',)	St. Nicholas(CPV) (CPV)	CPV
('1056',)	St. Paul Is.(ATF) (ATF)	ATF
('8814',)	St. Paul Is.(USA) (USA)	USA
('9420',)	St. Paul(AK USA) (USA)	USA
('6262',)	St. Paul's Bay (MLT)	MLT
('8149',)	St. Peter Port (GBR)	GBR
('2861',)	St. Peter's (CAN)	CAN
('5393',)	St. Petersburg (RUS)	RUS
('10372',)	St. Petersburg Anch. (RUS)	RUS
('8614',)	St. Petersburg(USA) (USA)	USA
('3827',)	St. Pierre & Miquelon (SPM)	SPM
('8169',)	St. Pierre(MTQ) (MTQ)	MTQ
('7982',)	St. Pierre(SPM) (SPM)	SPM
('9264',)	St. Romuald (CAN)	CAN
('2657',)	St. Rose (USA)	USA
('10669',)	St. Simeon (CAN)	CAN
('5668',)	St. Stephen(CAN) (CAN)	CAN
('4500',)	St. Thomas (VIR)	VIR
('9914',)	St. Thomas(CAN) (CAN)	CAN
('1670',)	St. Tropez (FRA)	FRA
('1951',)	St. Valery en Caux (FRA)	FRA
('1793',)	St. Valery sur Somme (FRA)	FRA
('6515',)	St. Vincent & Grenadines (VCT)	VCT
('1274',)	St. Vincent(CPV) (CPV)	CPV
('1276',)	St. Vincent(WI) (VCT)	VCT
('5566',)	St. Wandrille (FRA)	FRA
('8806',)	Stade (DEU)	DEU
('5589',)	Stadersand (DEU)	DEU
('8297',)	Stag Terminal (AUS)	AUS
('5809',)	Stallbacka (SWE)	SWE
('9418',)	Stamford (USA)	USA
('3476',)	Stamsund (NOR)	NOR
('4073',)	Stangate Creek (GBR)	GBR
('829',)	Stanley Harbour (FLK)	FLK
('5434',)	Stanley(AUS) (AUS)	AUS
('1768',)	Stanlow (GBR)	GBR
('7730',)	Stari Grad (HRV)	HRV
('4843',)	Start Bay (GBR)	GBR
('494',)	Statfjord Terminal (NOR)	NOR
('10473',)	Statland (NOR)	NOR
('5808',)	Stavanger (NOR)	NOR
('9495',)	Stavenisse (NLD)	NLD
('1657',)	Staveren (NLD)	NLD
('8003',)	Stavros (GRC)	GRC
('9280',)	Stavsnas (SWE)	SWE
('1513',)	Ste. Croix (CAN)	CAN
('3920',)	Ste. Marie Is. (MDG)	MDG
('3901',)	Steenwijk (NLD)	NLD
('5626',)	Stege (DNK)	DNK
('5331',)	Stein (NLD)	NLD
('2381',)	Steinkjer (NOR)	NOR
('3181',)	Stellendam (NLD)	NLD
('4776',)	Stenhouse Bay (AUS)	AUS
('2365',)	Stensjo (SWE)	SWE
('4125',)	Stenungsund (SWE)	SWE
('4687',)	Stephenville (CAN)	CAN
('4556',)	Stepnica (POL)	POL
('7667',)	Stevns Pier (DNK)	DNK
('5043',)	Stewart Is. (NZL)	NZL
('2462',)	Stewart(CAN) (CAN)	CAN
('719',)	Stigsnaesvaerkets Havn (DNK)	DNK
('271',)	Stinica (HRV)	HRV
('229',)	Stjordal (NOR)	NOR
('4279',)	Stockholm (SWE)	SWE
('1841',)	Stocksund (SWE)	SWE
('7979',)	Stockton (USA)	USA
('1491',)	Stodhvarfjordur (ISL)	ISL
('358',)	Stokkseyri (ISL)	ISL
('1689',)	Stokksund (NOR)	NOR
('3986',)	Stokmarknes (NOR)	NOR
('8562',)	Stoneport (USA)	USA
('10619',)	Stones Field (USA)	USA
('308',)	Stony Point (USA)	USA
('118',)	Stora Sotra (NOR)	NOR
('5330',)	Stora Vika (SWE)	SWE
('8788',)	Storasund (NOR)	NOR
('4946',)	Stord (NOR)	NOR
('261',)	Stordoy (NOR)	NOR
('1150',)	Stornoway (GBR)	GBR
('2872',)	Storugns (SWE)	SWE
('5454',)	Straa (SWE)	SWE
('2354',)	Strait of Hormuz ()	
('9235',)	Strait of Malacca ()	
('1822',)	Stralsund (DEU)	DEU
('8540',)	Strandby (DNK)	DNK
('1890',)	Strangford (GBR)	GBR
('1971',)	Strangford Lough (GBR)	GBR
('5382',)	Strangnas (SWE)	SWE
('3601',)	Stranraer (GBR)	GBR
('2064',)	Strasbourg (FRA)	FRA
('74',)	Stratoni (GRC)	GRC
('10621',)	Straubing (DEU)	DEU
('6123',)	Straumen (NOR)	NOR
('5610',)	Straumsvik (ISL)	ISL
('9962',)	Strelok (RUS)	RUS
('8586',)	Strendur (FRO)	FRO
('8585',)	Streymnes (FRO)	FRO
('5830',)	Strib (DNK)	DNK
('2010',)	Stromboli (ITA)	ITA
('4496',)	Stromma (FIN)	FIN
('3081',)	Stromness (GBR)	GBR
('2822',)	Stromstad (SWE)	SWE
('1429',)	Strone Point (GBR)	GBR
('6376',)	Stronsay (GBR)	GBR
('3009',)	Stroobos (NLD)	NLD
('3116',)	Struer (DNK)	DNK
('5528',)	Stryn (NOR)	NOR
('1190',)	Stubbekobing (DNK)	DNK
('1083',)	Studstrup (DNK)	DNK
('7522',)	Studsvik (SWE)	SWE
('6145',)	Sture (NOR)	NOR
('1613',)	Sturgeon Bay (USA)	USA
('9436',)	Sturko (SWE)	SWE
('8021',)	Sturzelberg (DEU)	DEU
('2172',)	Stuttgart (DEU)	DEU
('9841',)	Stybarrow Venture Terminal (AUS)	AUS
('3433',)	Stykkisholmur (ISL)	ISL
('3105',)	Stylis (GRC)	GRC
('8938',)	Su Tu Den Terminal (VNM)	VNM
('9997',)	Su Tu Vang Field (VNM)	VNM
('1915',)	Suai (MYS)	MYS
('4533',)	Suakin (SDN)	SDN
('2790',)	Sual (PHL)	PHL
('2086',)	Suao (TWN)	TWN
('4858',)	Suape (BRA)	BRA
('10562',)	Suavanao (SLB)	SLB
('9901',)	Subaim (IDN)	IDN
('10680',)	Subi Reef ()	
('4436',)	Subic Bay (PHL)	PHL
('1807',)	Suda Bay (GRC)	GRC
('5046',)	Sudan (SDN)	SDN
('673',)	Sudhureyri (ISL)	ISL
('1590',)	Suez (EGY)	EGY
('10285',)	Suez Bay STS (EGY)	EGY
('599',)	Suez Canal (EGY)	EGY
('505',)	Sugandafjordur (ISL)	ISL
('8690',)	Sugozu (TUR)	TUR
('3850',)	Suikki (FIN)	FIN
('3628',)	Suisun Bay (USA)	USA
('10318',)	Suizhong (CHN)	CHN
('5174',)	Sukhumi (GEO)	GEO
('8633',)	Sukumo (JPN)	JPN
('4119',)	Sulawesi (IDN)	IDN
('10556',)	Sulei (SLB)	SLB
('5351',)	Sulina (ROM)	ROM
('405',)	Sullom Voe (GBR)	GBR
('7630',)	Sulphur (USA)	USA
('1126',)	Sumatera (IDN)	IDN
('6176',)	Sumba Is. (IDN)	IDN
('1227',)	Sumbawa Is. (IDN)	IDN
('5601',)	Sumbe (AGO)	AGO
('1316',)	Suminoye (JPN)	JPN
('8400',)	Summa (FIN)	FIN
('2152',)	Summerside (CAN)	CAN
('7809',)	Sumoto (JPN)	JPN
('161',)	Sunderland (GBR)	GBR
('4114',)	Sundsvall (SWE)	SWE
('10066',)	Sungai Danau (IDN)	IDN
('9907',)	Sungai Lais (IDN)	IDN
('10220',)	Sungai Linggi Anch. (MYS)	MYS
('9887',)	Sungai Putting (IDN)	IDN
('7608',)	Sungai Udang (MYS)	MYS
('9952',)	Sungaiguntung (IDN)	IDN
('1432',)	Sungei Bila (IDN)	IDN
('107',)	Sungei Gerong (IDN)	IDN
('110',)	Sungei Kolak (IDN)	IDN
('8693',)	Sungei Merah (MYS)	MYS
('900',)	Sungei Pakning (IDN)	IDN
('1876',)	Sunk Anch. (GBR)	GBR
('1293',)	Sunndalsora (NOR)	NOR
('8890',)	Sunshine(LA) (USA)	USA
('973',)	Supaval Bay (HRV)	HRV
('2048',)	Supe (PER)	PER
('3277',)	Superior (USA)	USA
('1217',)	Supetar (HRV)	HRV
('8042',)	Supsa Terminal (GEO)	GEO
('670',)	Surabaya (IDN)	IDN
('879',)	Suralaya (IDN)	IDN
('7576',)	Surat (IND)	IND
('4512',)	Surat Thani (THA)	THA
('9208',)	Surgeres (FRA)	FRA
('2536',)	Surigao (PHL)	PHL
('4513',)	Suriname (SUR)	SUR
('6051',)	Surmene (TUR)	TUR
('5350',)	Surte (SWE)	SWE
('3762',)	Susaki (JPN)	JPN
('4782',)	Susitna (USA)	USA
('5999',)	Sutton Bridge (GBR)	GBR
('1965',)	Suva (FJI)	FJI
('5785',)	Suyong (KOR)	KOR
('9200',)	Suzhou (CHN)	CHN
('7674',)	Sv. Mikula (HRV)	HRV
('601',)	Svalbard (SJM)	SJM
('6458',)	Svalbard & Jan Mayen Is. (SJM)	SJM
('1660',)	Svalbardhseyri (ISL)	ISL
